setup_class,n_trades,ev_r_net,avg_mfe_r,avg_exit_efficiency,avg_cost_drag_r,tail_5r_count
quality_filtered_continuation,66838,-0.12380982679622317,2.450692497883417,-12.882302132395264,0.07459196583271975,2743
